folderyear,licencersn,licencenumber,licencerevisionnumber,businessname,businesstradename,status,issueddate,expireddate,businesstype,businesssubtype,unit,unittype,house,street,city,province,country,postalcode,localarea,numberofemployees,feepaid,extractdate,geom
06,1013553,06-143054,00,Cafe Lucia Inc,Cafe Lucia,Issued,2005-12-15,2006-12-31,Restaurant Class 1 *Historic*,,,,740,DENMAN ST,Vancouver,BC,CA,V6G 2L5,,000,60.0,2025-04-22T14:21:40+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.134490739973, 49.2917921103256], 'type': 'Point'}, 'properties': {}}"
06,1013574,06-143075,00,C & S Holdings Corp,Sapporo Ramen Shogun Restaurant,Issued,2005-11-30,2006-12-31,Dining Lounge *Historic*,,,,518,HORNBY ST,Vancouver,BC,CA,V6C 2E7,,000,60.0,2025-04-22T14:21:40+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.117094492179, 49.2853666844832], 'type': 'Point'}, 'properties': {}}"
06,1013577,06-143078,00,Hie Hotel Vancouver Inc,Holiday Inn Express Vancouver,Issued,2005-12-15,2006-12-31,Dining Lounge *Historic*,,,,2889,E HASTINGS ST,Vancouver,BC,CA,V5K 2A1,,000,1434.0,2025-04-22T14:21:40+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.044948769036, 49.2814048290372], 'type': 'Point'}, 'properties': {}}"
06,1013582,06-143083,00,Fatzo's Smoked Barbeque & Steakhouse Ltd,Slimz Barbeque Smoke House,Gone Out of Business,2006-03-13,2006-12-31,Restaurant Class 1 *Historic*,,,,2884,W BROADWAY,Vancouver,BC,CA,V6K 2G7,,000,614.0,2025-04-22T14:21:40+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.169673890724, 49.2638127547743], 'type': 'Point'}, 'properties': {}}"
06,1013589,06-143090,00,Danyal Enterprises Ltd,Curry Point,Gone Out of Business,,,Dining Lounge *Historic*,,,,514,W BROADWAY,Vancouver,BC,CA,V5Z 1E9,,000,,2025-04-22T14:21:40+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.115449021453, 49.2629187028982], 'type': 'Point'}, 'properties': {}}"
06,1013593,06-143094,00,The Rich Ocean Seafood Restaurant Ltd,,Issued,2006-01-11,2006-12-31,Dining Lounge *Historic*,,108,Unit,777,W BROADWAY,Vancouver,BC,CA,V5Z 1J5,,000,60.0,2025-04-22T14:21:40+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.121381503733, 49.2635970771104], 'type': 'Point'}, 'properties': {}}"
06,1013615,06-143116,00,Palace Holdings Ltd,Funky Winkerbeans,Issued,2006-02-14,2006-12-31,Liquor Establishment Standard *Historic*,Class 3  151-300 Seats,,,37,W HASTINGS ST,Vancouver,BC,CA,V6B 1G4,,000,874.0,2025-04-22T14:21:40+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.105831675235, 49.2820315505152], 'type': 'Point'}, 'properties': {}}"
06,1013616,06-143117,00,Li Chang Enterprises Ltd,GQ Restaurant,Gone Out of Business,2005-11-28,2006-12-31,Restaurant Class 1 *Historic*,,103,Unit,611,ALEXANDER ST,Vancouver,BC,CA,V6A 1E1,,000,558.0,2025-04-22T14:21:40+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.091517847618, 49.2844371198102], 'type': 'Point'}, 'properties': {}}"
06,1013628,06-143129,00,0692191 BC Ltd,Lupo Caffe Bar,Issued,2006-06-14,2006-12-31,Restaurant Class 1 *Historic*,,,,1014,W GEORGIA ST,Vancouver,BC,CA,V6B 3A7,,000,614.0,2025-04-22T14:21:40+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.122008869142, 49.2845352944803], 'type': 'Point'}, 'properties': {}}"
06,1013633,06-143134,00,Ali Amri,Montmartre Cafe Bistro,Issued,2005-12-20,2006-12-31,Dining Lounge *Historic*,,,,4362,MAIN ST,Vancouver,BC,CA,V5V 3P9,,000,211.0,2025-04-22T14:21:40+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.100837937016, 49.2461213109492], 'type': 'Point'}, 'properties': {}}"
06,1013656,06-143157,00,The Point Bar & Grill Ltd,Lift Bar Grill View,Issued,2006-01-17,2006-12-31,Liquor Establishment Standard *Historic*,Class 1  0-65 Seats,,,333,MENCHIONS MEWS,Vancouver,BC,CA,V6G 3H5,,000,60.0,2025-04-22T14:21:40+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.129679397059, 49.2936516924779], 'type': 'Point'}, 'properties': {}}"
06,1013657,06-143158,00,(Parvin Gharbi),Thorn Tree Cafe,Issued,2006-01-13,2006-12-31,Restaurant Class 1 *Historic*,,,,3204,DUNBAR ST,Vancouver,BC,CA,V6S 2B7,,000,60.0,2025-04-22T14:21:40+00:00,
06,1013668,06-143169,00,Charisma Entertainment Group Ltd,Ivanhoe Pub,Issued,2005-12-02,2006-12-31,Restaurant Class 1 *Historic*,,,,1038,MAIN ST,Vancouver,BC,CA,V6A 2W4,,000,558.0,2025-04-22T14:21:40+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.099542983439, 49.2750497533892], 'type': 'Point'}, 'properties': {}}"
06,1013686,06-143187,00,Northland Properties Corporation,Moxie's,Issued,2006-01-06,2006-12-31,Restaurant Class 1 *Historic*,,110,Unit,1160,DAVIE ST,Vancouver,BC,CA,V6E 1N1,,000,60.0,2025-04-22T14:21:40+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.132782743596, 49.2809324877069], 'type': 'Point'}, 'properties': {}}"
06,1013695,06-143196,00,Edgewater Casino Inc,Edgewater Casino,Issued,2006-01-10,2006-12-31,Restaurant Class 1 *Historic*,,,,760,PACIFIC BOULEVARD,Vancouver,BC,CA,V6B 4Y8,,000,558.0,2025-04-22T14:21:40+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.110072089446, 49.2751403014268], 'type': 'Point'}, 'properties': {}}"
06,1013732,06-143233,00,The Candy Bar Bistro & Lounge Inc,,Gone Out of Business,,,Restaurant Class 1 *Historic*,,,,2066,KINGSWAY,Vancouver,BC,CA,V5N 2T3,,000,,2025-04-22T14:21:40+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.064466527948, 49.2444793096407], 'type': 'Point'}, 'properties': {}}"
06,1013733,06-143234,00,The Candy Bar Bistro & Lounge Inc,,Gone Out of Business,,,Dining Lounge *Historic*,,,,2066,KINGSWAY,Vancouver,BC,CA,V5N 2T3,,000,,2025-04-22T14:21:40+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.064466527948, 49.2444793096407], 'type': 'Point'}, 'properties': {}}"
06,1013744,06-143245,00,La Casita Del Marino Mexican Restaurants Ltd,La Casita Del Marino Mexican Restaurants,Issued,2006-01-25,2006-12-31,Restaurant Class 1 *Historic*,,,,101,W CORDOVA ST,Vancouver,BC,CA,V6B 2K7,,000,558.0,2025-04-22T14:21:40+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.107000664671, 49.2831310247791], 'type': 'Point'}, 'properties': {}}"
06,1013768,06-143269,00,Citrus Cafe and Catering Inc,Citrus Cafe,Issued,2006-01-11,2006-12-31,Restaurant Class 1 *Historic*,,,,644,BUTE ST,Vancouver,BC,CA,V6E 3M2,,000,60.0,2025-04-22T14:21:40+00:00,
06,1013770,06-143271,00,North American I&C System Ltd,Bay View Cafe,Issued,2005-12-08,2006-12-31,Restaurant Class 1 *Historic*,,103,Unit,1184,DENMAN ST,Vancouver,BC,CA,V6G 2M9,,000,60.0,2025-04-22T14:21:40+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.141235258318, 49.2872415675139], 'type': 'Point'}, 'properties': {}}"
06,1013780,06-143281,00,JRJ Project Management Inc,Soho Bar & Grill,Issued,2006-01-25,2006-12-31,Restaurant Class 1 *Historic*,,,,1762,DAVIE ST,Vancouver,BC,CA,V6G 1W2,,000,558.0,2025-04-22T14:21:40+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.141537037784, 49.2866684217525], 'type': 'Point'}, 'properties': {}}"
06,1013782,06-143283,00,Browns Restaurant And Bar Yaletown Ltd,Browns Restaurant And Bar,Issued,2006-01-10,2006-12-31,Restaurant Class 1 *Historic*,,,,1165,MAINLAND ST,Vancouver,BC,CA,V6B 2S2,,000,558.0,2025-04-22T14:21:40+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.121996984635, 49.2750076198637], 'type': 'Point'}, 'properties': {}}"
06,1013788,06-143289,00,Van Cuong Le (Van Le),Saigon Vietnamese Restaurant,Gone Out of Business,2006-01-03,2006-12-31,Restaurant Class 1 *Historic*,,,,406,E HASTINGS ST,Vancouver,BC,CA,V6A 1P7,,000,558.0,2025-04-22T14:21:40+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.095209182237, 49.2809496761338], 'type': 'Point'}, 'properties': {}}"
06,1013793,06-143294,00,Kang Ho Lee (Kang Lee),Doni Doni Korean Restaurant,Gone Out of Business,2006-01-10,2006-12-31,Restaurant Class 1 *Historic*,,,,1097,KINGSWAY,Vancouver,BC,CA,V5V 3C7,,000,578.0,2025-04-22T14:21:40+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.08229275547, 49.2534872952847], 'type': 'Point'}, 'properties': {}}"
06,1013795,06-143296,00,Quan Thang Bom Restaurant Ltd,Huong Viet,Issued,2006-01-11,2006-12-31,Restaurant Class 1 *Historic*,,,,960,KINGSWAY,Vancouver,BC,CA,V5V 3C4,,000,558.0,2025-04-22T14:21:40+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.084602931576, 49.2539129356612], 'type': 'Point'}, 'properties': {}}"
06,1013799,06-143300,00,V Sonic Enterprises Ltd,Edelweiss Deli Express,Issued,2006-01-27,2006-12-31,Restaurant Class 1 *Historic*,,100,Unit,406,HORNBY ST,Vancouver,BC,CA,V6C 3J1,,000,60.0,2025-04-22T14:21:40+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.115919426108, 49.2862337084847], 'type': 'Point'}, 'properties': {}}"
06,1013832,06-143333,00,Thai Delight Inc,Thida Thai Restaurant,Issued,2006-01-19,2006-12-31,Dining Lounge *Historic*,,,,1193,DAVIE ST,Vancouver,BC,CA,V6E 1N2,,000,154.0,2025-04-22T14:21:40+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.132858149311, 49.2818039979429], 'type': 'Point'}, 'properties': {}}"
06,1013834,06-143335,00,Dominion Grand Hotel Holdings Ltd,Sapphire,Issued,2006-04-04,2006-12-31,Dining Lounge *Historic*,,,,216,ABBOTT ST,Vancouver,BC,CA,V6B 2K8,,000,304.0,2025-04-22T14:21:40+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.106285943668, 49.283556274648], 'type': 'Point'}, 'properties': {}}"
06,1013845,06-143346,00,Sokun Chhuon & Malisa Chhuon,Duffin's Donuts,Issued,2005-12-08,2006-12-31,Restaurant Class 1 *Historic*,,,,1391,E 41ST AV,Vancouver,BC,CA,V5W 1R7,,000,558.0,2025-04-22T14:21:40+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.077462566001, 49.2329790661471], 'type': 'Point'}, 'properties': {}}"
06,1013851,06-143352,00,Cactus Realty Corp,Taco Time Cantina,Issued,2006-01-10,2006-12-31,Restaurant Class 1 *Historic*,,,,911,GRANVILLE ST,Vancouver,BC,CA,V6Z 1L3,,000,60.0,2025-04-22T14:21:40+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.12200168477, 49.2803189746357], 'type': 'Point'}, 'properties': {}}"
06,1013854,06-143355,00,Elma Enterprises Ltd,9th Avenue Grill,Issued,2006-01-17,2006-12-31,Restaurant Class 1 *Historic*,,,,1822,W BROADWAY,Vancouver,BC,CA,V6J 1Y9,,000,60.0,2025-04-22T14:21:40+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.146436007657, 49.2634058289641], 'type': 'Point'}, 'properties': {}}"
06,1013856,06-143357,00,Maria Julia Da-Silva Batista (Maria Batista),Portugues Caffe Restaurant,Issued,2005-12-19,2006-12-31,Restaurant Class 1 *Historic*,,,,3030,COMMERCIAL DRIVE,Vancouver,BC,CA,V5N 4E2,,000,558.0,2025-04-22T14:21:40+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.069490908335, 49.2571944480356], 'type': 'Point'}, 'properties': {}}"
06,1013871,06-143372,00,Gleneagles Caterers Ltd,Nu,Issued,2006-03-31,2006-12-31,Dining Lounge *Historic*,,100,Unit,1661,GRANVILLE ST,Vancouver,BC,CA,V6Z 1N3,,000,534.0,2025-04-22T14:21:40+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.133419458202, 49.2737223197334], 'type': 'Point'}, 'properties': {}}"
06,1013873,06-143374,00,Ronaldo's Restaurant Inc,,Inactive,2006-01-06,2006-12-31,Restaurant Class 1 & Karaoke *Historic*,,100,Unit,566,POWELL ST,Vancouver,BC,CA,V6A 1G9,,000,558.0,2025-04-22T14:21:40+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.091917028391, 49.2827908660138], 'type': 'Point'}, 'properties': {}}"
06,1013877,06-143378,00,Yagger's Bistro Ltd,,Issued,2006-01-04,2006-12-31,Restaurant Class 1 *Historic*,,,,433,W PENDER ST,Vancouver,BC,CA,V6B 1V2,,000,558.0,2025-04-22T14:21:40+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.112187358211, 49.2832690298966], 'type': 'Point'}, 'properties': {}}"
06,1013881,06-143382,00,0715586 BC Ltd,Bean Around the World Coffees,Issued,2006-01-18,2006-12-31,Restaurant Class 1 *Historic*,,,,1002,MAINLAND ST,Vancouver,BC,CA,V6B 2T4,,000,60.0,2025-04-22T14:21:40+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.119287202894, 49.2760867503332], 'type': 'Point'}, 'properties': {}}"
06,1013888,06-143389,00,0729413 BC Ltd,Upstairs Cafe & Grill,Issued,2006-01-19,2006-12-31,Restaurant Class 1 *Historic*,,,,4316,MAIN ST,Vancouver,BC,CA,V5V 1B8,,000,60.0,2025-04-22T14:21:40+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.100835567793, 49.2466446556559], 'type': 'Point'}, 'properties': {}}"
05,1013931,05-197362,00,(Felicidad Raneses),Jaime's Bistro Restaurant & karaoke Bar,Pending,,,Dining Lounge *Historic*,,,,136,E BROADWAY,Vancouver,BC,CA,V5T 1V9,,000,51.0,2025-04-22T14:21:40+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.102032095753, 49.2626534142981], 'type': 'Point'}, 'properties': {}}"
06,1014002,06-143469,00,Shaughnessy Antique Gallery Inc,,Issued,2006-01-16,2006-12-31,Retail Dealer *Historic*,Antique Dealer,308,Unit,999,CANADA PLACE,Vancouver,BC,CA,,,000,60.0,2025-04-22T14:21:40+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.111448402619, 49.2881200494656], 'type': 'Point'}, 'properties': {}}"
06,1014003,06-143470,00,Teepee Handicrafts Ltd,,Issued,2005-12-19,2006-12-31,Retail Dealer *Historic*,Clothing/Shoes,,,1618,E Hastings St,Vancouver,BC,CA,V5L 1S6,,000,60.0,2025-04-22T14:21:40+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.071813974452, 49.2809496374414], 'type': 'Point'}, 'properties': {}}"
06,1014006,06-143473,00,The BMW Store Ltd,,Issued,2006-01-10,2006-12-31,Retail Dealer *Historic*,,,,1740,W 5TH AV,Vancouver,BC,CA,V6J 1P2,,000,60.0,2025-04-22T14:21:40+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.144091239576, 49.266847122276], 'type': 'Point'}, 'properties': {}}"
06,1014013,06-143480,00,Pender Seafood 284 Ltd,,Issued,2005-12-13,2006-12-31,Retail Dealer - Food *Historic*,Butcher/Seafood,,,284,E Pender St,Vancouver,BC,,V6A 1T7,,000,60.0,2025-04-22T14:21:40+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.097580318838, 49.2800808056943], 'type': 'Point'}, 'properties': {}}"
06,1014018,06-143485,00,Unlimited Security Incorporated,,Issued,2005-12-16,2006-12-31,Retail Dealer *Historic*,,,,,,Vancouver,BC,CA,,,000,60.0,2025-04-22T14:21:40+00:00,
06,1014021,06-143488,00,Global Optical Ltd,,Issued,2006-01-04,2006-12-31,Retail Dealer *Historic*,,U14,Unit,555,W HASTINGS ST,Vancouver,BC,CA,,,000,106.0,2025-04-22T14:21:40+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.111888756655, 49.2846829470474], 'type': 'Point'}, 'properties': {}}"
06,1014025,06-143492,00,La Senza Inc,,Issued,2005-12-08,2006-12-31,Retail Dealer *Historic*,,G42,Unit,701,W Georgia St,Vancouver,BC,,V7Y 1E4,,000,60.0,2025-04-22T14:21:40+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.117751286267, 49.2834005265727], 'type': 'Point'}, 'properties': {}}"
06,1014029,06-143496,00,Chevron Canada Limited,Grandview Chevron,Issued,2006-01-05,2006-12-31,Retail Dealer - Food *Historic*,Convenience Store,,,2902,Grandview Hwy,Vancouver,BC,,V5M 2E3,,000,240.0,2025-04-22T14:21:40+00:00,
06,1014030,06-143497,00,Chevron Canada Limited,Hillview Town Pantry,Issued,2006-01-05,2006-12-31,Retail Dealer - Food *Historic*,Convenience Store,,,1720,Nanaimo St,Vancouver,BC,CA,V5N 5B9,,000,240.0,2025-04-22T14:21:40+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.05614174664, 49.2690674697749], 'type': 'Point'}, 'properties': {}}"
06,1014034,06-143501,00,Jeff Wasylyk & Terry O'Hearn,The Helly Hansen Store,Gone Out of Business,2006-01-11,2006-12-31,Retail Dealer *Historic*,,,,2025,W 4th,Vancouver,BC,CA,V6J1N3,,000,60.0,2025-04-22T14:21:40+00:00,
06,1014043,06-143510,00,Mexx Canada Retail Inc,,Issued,2005-12-19,2006-12-31,Retail Dealer *Historic*,,,,1119,Robson St,Vancouver,BC,CA,V6E 1B5,,000,60.0,2025-04-22T14:21:40+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.124956815587, 49.2850863009183], 'type': 'Point'}, 'properties': {}}"
06,1014059,06-143526,00,Express Footwear Ltd,Aboriginal Arts,Issued,2006-01-19,2006-12-31,Retail Dealer *Historic*,,,,1044,Granville,Vancouver,BC,,V6Z 1L5,,000,60.0,2025-04-22T14:21:40+00:00,
06,1014073,06-143540,00,429393 Bc Ltd,Regency Prescription #6,Issued,2006-02-14,2006-12-31,Retail Dealer *Historic*,Pharmacy,100,Unit,1144,Burrard,Vancouver,BC,CA,V6Z 2A5,,000,106.0,2025-04-22T14:21:40+00:00,
06,1014078,06-143545,00,David's The Kitchen Corner Ltd,The Kitchen Corner,Issued,2006-01-18,2006-12-31,Retail Dealer *Historic*,Furnishings,,,4516,W 10th Av,Vancouver,BC,CA,V6R2J1,,000,60.0,2025-04-22T14:21:40+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.209601567053, 49.2635452426139], 'type': 'Point'}, 'properties': {}}"
06,1014093,06-143560,00,Mcgavin Foods Ltd,Bread Basket,Issued,2005-12-08,2006-12-31,Retail Dealer - Food *Historic*,Bakery,,,2525,Kingsway,Vancouver,BC,CA,V5R 5H3,,000,60.0,2025-04-22T14:21:40+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.053521260431, 49.2401083558278], 'type': 'Point'}, 'properties': {}}"
06,1014107,06-143574,00,Shoe Warehouse,Shoe Warehouse,Issued,2006-01-11,2006-12-31,Retail Dealer *Historic*,Clothing/Shoes,,,3010,W BROADWAY,Vancouver,BC,CA,V6K 2H1,,000,60.0,2025-04-22T14:21:40+00:00,
06,1014114,06-143581,00,Reitmans Canada Ltd,Penningtons Superstore,Gone Out of Business,,,Retail Dealer *Historic*,Clothing/Shoes,,,658,Seymour St,Vancouver,BC,CA,V6B3K4,,000,,2025-04-22T14:21:40+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.115849918333, 49.2817977539229], 'type': 'Point'}, 'properties': {}}"
06,1014118,06-143585,00,Canada Safeway Limited,Safeway,Issued,2006-02-06,2006-12-31,Rentals *Historic*,Equipment Rental,,,1780,E Broadway,Vancouver,BC,CA,V5N 1W3,,000,121.0,2025-04-22T14:21:40+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.068058078223, 49.2617807986929], 'type': 'Point'}, 'properties': {}}"
06,1014121,06-143588,00,Burrard International Sports Inc,The Arbutus Club Pro Shop,Gone Out of Business,,,Retail Dealer *Historic*,,,,2001,Nanton Av,Vancouver,BC,CA,V6J 4A1,,000,,2025-04-22T14:21:40+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.151989149811, 49.2484858504494], 'type': 'Point'}, 'properties': {}}"
06,1014128,06-143595,00,Genesis Nutrition Ltd,,Issued,2006-01-16,2006-12-31,Retail Dealer - Food *Historic*,Vitamins/Health Food,,,1040,Davie St,Vancouver,BC,CA,V6E1M3,,000,60.0,2025-04-22T14:21:40+00:00,
06,1014132,06-143599,00,Pyong-Wha An & Kye-Wha An,Pyong Lottery Centre,Issued,2005-12-15,2006-12-31,Retail Dealer *Historic*,,,,3185,Grandview Hwy,Vancouver,BC,CA,V5M 2E9,,000,106.0,2025-04-22T14:21:40+00:00,
06,1014141,06-143608,00,Dynamite Stores Inc,The Garage Clothing Company,Issued,2005-12-14,2006-12-31,Retail Dealer *Historic*,Clothing/Shoes,121,Unit,650,W 41st Av,Vancouver,BC,CA,V5Z2M9,,000,106.0,2025-04-22T14:21:40+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.118854822642, 49.2320652387003], 'type': 'Point'}, 'properties': {}}"
06,1014153,06-143620,00,(Ken Yau),Ken's Table,Issued,2006-01-05,2006-12-31,Retail Dealer - Food *Historic*,Other,,,180,KEEFER ST,Vancouver,BC,CA,V6A 4E9,,000,60.0,2025-04-22T14:21:40+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.101335160541, 49.278968908765], 'type': 'Point'}, 'properties': {}}"
06,1014155,06-143622,00,Danier Leather Inc,,Issued,2005-12-12,2006-12-31,Retail Dealer *Historic*,Clothing/Shoes,173,Unit,650,W 41st Av,Vancouver,BC,CA,V5Z2M9,,000,106.0,2025-04-22T14:21:40+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.118854822642, 49.2320652387003], 'type': 'Point'}, 'properties': {}}"
05,1014167,05-197389,00,Mystical Distributing Company Ltd,,Pending,,,Retail Dealer *Historic*,Other,,,3585,GRANDVIEW HIGHWAY,Vancouver,BC,CA,V5M 2G7,,000,,2025-04-22T14:21:40+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.027287703106, 49.2592263765507], 'type': 'Point'}, 'properties': {}}"
06,1014175,06-143638,00,Hyrise Produce Inc,,Issued,2006-01-03,2006-12-31,Retail Dealer - Food *Historic*,,,,1155,Pacific Boulevard,Vancouver,BC,CA,V6Z 2R8,,000,197.0,2025-04-22T14:21:40+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.120868287839, 49.2745561861169], 'type': 'Point'}, 'properties': {}}"
06,1014211,06-143673,00,Mavi Jeans Inc,Mavi Jeans,Issued,2006-01-13,2006-12-31,Retail Dealer *Historic*,Clothing/Shoes,,,1081,Mainland St,Vancouver,BC,CA,V6B 5P9,,000,60.0,2025-04-22T14:21:40+00:00,
06,1014221,06-143683,00,(Adelina Garcea),Adelina's Italian Grocery,Issued,2006-01-05,2006-12-31,Retail Dealer - Food *Historic*,Convenience Store,,,1625,Renfrew St,Vancouver,BC,,V5K 4C9,,000,197.0,2025-04-22T14:21:40+00:00,
06,1014223,06-143685,00,Therapy Control Products Inc,,Issued,2005-11-30,2006-12-31,Retail Dealer *Historic*,,,,,,Vancouver,BC,CA,,,000,60.0,2025-04-22T14:21:40+00:00,
06,1014237,06-143699,00,511792 B.C. Ltd,Continental Expressions,Issued,2005-12-21,2006-12-31,Retail Dealer *Historic*,Antique Dealer,,,4341,Main St,Vancouver,BC,CA,V5V 3R1,,000,60.0,2025-04-22T14:21:40+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.101583658618, 49.2468425610503], 'type': 'Point'}, 'properties': {}}"
06,1014246,06-143708,00,Battered Women's Support Services,My Sister's Closet,Issued,2006-01-17,2006-12-31,Retail Dealer *Historic*,,,,1029,Commercial Drive,Vancouver,BC,CA,V5L3X1,,000,106.0,2025-04-22T14:21:40+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.069910769136, 49.2752341685175], 'type': 'Point'}, 'properties': {}}"
06,1014252,06-143714,00,384292 BC Ltd,Urban Barn,Issued,2006-01-10,2006-12-31,Retail Dealer *Historic*,Furnishings,,,1992,W 4th Av,Vancouver,BC,CA,V6J1M5,,000,60.0,2025-04-22T14:21:40+00:00,
06,1014305,06-143767,00,McEvill Holdings Inc,Absolutely Fabulous Urban Spa,Issued,2005-12-21,2006-12-31,Retail Dealer *Historic*,Clothing/Shoes,C3,Unit,1500,HORNBY ST,Vancouver,BC,CA,V6Z 2R1,,000,106.0,2025-04-22T14:21:40+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.132794043581, 49.2747251134272], 'type': 'Point'}, 'properties': {}}"
06,1014312,06-143774,00,(Won Nam),The WHM Tux Store,Issued,2005-12-07,2006-12-31,Rentals *Historic*,Other,,,926,W Broadway,Vancouver,BC,CA,V5Z 1K7,,000,106.0,2025-04-22T14:21:40+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.124869992068, 49.2630662314658], 'type': 'Point'}, 'properties': {}}"
06,1014319,06-143781,00,Oyama Sausage Co on Granville Island,Oyama Sausage On Granville Island,Issued,2005-12-06,2006-12-31,Retail Dealer - Food *Historic*,,210,Unit,1689,Johnston St,Vancouver,BC,CA,V6H 3R9,,000,60.0,2025-04-22T14:21:40+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.135378238409, 49.272839834821], 'type': 'Point'}, 'properties': {}}"
06,1014331,06-143793,00,HDS Retail Nrth America-div of Hachette Distr Serv,$15.00 Boutique #8323,Gone Out of Business,,,Retail Dealer *Historic*,Gifts/Novelties,,,1092,Robson St,Vancouver,BC,CA,V6E 1A7,,000,,2025-04-22T14:21:40+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.12461852771, 49.2840894522515], 'type': 'Point'}, 'properties': {}}"
06,1014335,06-143797,00,Gap (Canada) Inc,Gap/Gap Kids #9159/9808,Issued,2006-01-18,2006-12-31,Retail Dealer *Historic*,Clothing/Shoes,469,Unit,650,W 41st Av,Vancouver,BC,CA,V5Z2M9,,000,106.0,2025-04-22T14:21:40+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.118854822642, 49.2320652387003], 'type': 'Point'}, 'properties': {}}"
06,1014336,06-143798,00,Gap (Canada) Inc #6732,Banana Republic,Issued,2006-01-18,2006-12-31,Retail Dealer *Historic*,Clothing/Shoes,109,Unit,650,W 41st Av,Vancouver,BC,CA,V5Z2M9,,000,106.0,2025-04-22T14:21:40+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.118854822642, 49.2320652387003], 'type': 'Point'}, 'properties': {}}"
06,1014337,06-143799,00,Gap (Canada) Inc #6731,Banana Republic,Issued,2006-01-18,2006-12-31,Retail Dealer *Historic*,Clothing/Shoes,D062,Unit,701,W Georgia St,Vancouver,BC,CA,V7Y 1K8,,000,106.0,2025-04-22T14:21:40+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.117751286267, 49.2834005265727], 'type': 'Point'}, 'properties': {}}"
